text,label
Your cart misses you. Save 30% on laptops today.,Promotions
We are seeing missing invoices in production since yesterday.,Support
You have been selected for a vacation. Reply with your bank details.,Spam
New arrivals at ShopNow. Get 20% off with code HELLO20.,Promotions
Your cart misses you. Save 20% on headphones today.,Promotions
Ticket #2048: payment failures. Please advise on next steps.,Support
StyleCo sale: 40% off laptops. Ends Friday.,Promotions
Congratulations! You won a vacation. Click http://verify-now.example to claim now.,Spam
"Hey Jordan, are we still on for next week?",Personal
Thanks for the help yesterday. Lunch next week?,Personal
Earn $1500 per day from home. Limited time: http://bonus.example,Spam
Earn $1500 per day from home. Limited time: http://free-offer.example,Spam
We are seeing missing invoices in production since today.,Support
We are seeing missing invoices in production since yesterday.,Support
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
My account is locked after an update. Can you reset it?,Support
"Happy birthday, Taylor! Let's catch up tomorrow.",Personal
My account is locked after a password change. Can you reset it?,Support
Thanks for the help yesterday. Lunch this weekend?,Personal
You have been selected for a smartphone. Reply with your SSN.,Spam
HomePlus sale: 40% off laptops. Ends tomorrow.,Promotions
Ticket #2048: login errors. Please advise on next steps.,Support
I need help with the reporting API. The error says '500 internal error'.,Support
Can you send the photos from the party?,Personal
You have been selected for a cash bonus. Reply with your SSN.,Spam
Earn $1000 per day from home. Limited time: http://verify-now.example,Spam
Can you send the photos from the trip?,Personal
Can you send the photos from the meeting?,Personal
URGENT: Your account has been compromised. Verify at http://verify-now.example.,Spam
My account is locked after a password change. Can you reset it?,Support
You have been selected for a vacation. Reply with your SSN.,Spam
I need help with the mobile app. The error says 'timeout'.,Support
Can you send the photos from the trip?,Personal
We are seeing login errors in production since today.,Support
New arrivals at TechMart. Get 20% off with code DEAL30.,Promotions
New arrivals at TechMart. Get 40% off with code SAVE10.,Promotions
"Happy birthday, Jordan! Let's catch up next week.",Personal
Earn $1000 per day from home. Limited time: http://free-offer.example,Spam
New arrivals at TechMart. Get 30% off with code DEAL30.,Promotions
You have been selected for a cash bonus. Reply with your bank details.,Spam
New arrivals at TechMart. Get 20% off with code DEAL30.,Promotions
Flash deal: shoes for $99. Shop now at HomePlus.,Promotions
New arrivals at HomePlus. Get 10% off with code HELLO20.,Promotions
You have been selected for a vacation. Reply with your SSN.,Spam
Earn $1500 per day from home. Limited time: http://free-offer.example,Spam
"Happy birthday, Sam! Let's catch up tomorrow.",Personal
New arrivals at StyleCo. Get 40% off with code DEAL30.,Promotions
ShopNow sale: 40% off laptops. Ends Sunday.,Promotions
"Happy birthday, Alex! Let's catch up next week.",Personal
You have been selected for a smartphone. Reply with your bank details.,Spam
My account is locked after a login attempt. Can you reset it?,Support
I need help with the mobile app. The error says 'timeout'.,Support
New arrivals at ShopNow. Get 30% off with code SAVE10.,Promotions
New arrivals at ShopNow. Get 40% off with code DEAL30.,Promotions
Congratulations! You won a smartphone. Click http://bonus.example to claim now.,Spam
My account is locked after an update. Can you reset it?,Support
Congratulations! You won a vacation. Click http://free-offer.example to claim now.,Spam
Congratulations! You won a vacation. Click http://free-offer.example to claim now.,Spam
Congratulations! You won a vacation. Click http://verify-now.example to claim now.,Spam
ShopNow sale: 20% off headphones. Ends Sunday.,Promotions
Your cart misses you. Save 40% on laptops today.,Promotions
"Hey Taylor, are we still on for next week?",Personal
We are seeing API timeouts in production since today.,Support
We are seeing payment failures in production since yesterday.,Support
Flash deal: kitchenware for $29. Shop now at HomePlus.,Promotions
"Hey Jordan, are we still on for next week?",Personal
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
You have been selected for a gift card. Reply with your SSN.,Spam
We are seeing login errors in production since yesterday.,Support
My account is locked after a login attempt. Can you reset it?,Support
New arrivals at StyleCo. Get 40% off with code HELLO20.,Promotions
We are seeing login errors in production since last night.,Support
Your cart misses you. Save 20% on shoes today.,Promotions
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
We are seeing missing invoices in production since today.,Support
Earn $500 per day from home. Limited time: http://verify-now.example,Spam
Your cart misses you. Save 30% on headphones today.,Promotions
My account is locked after a password change. Can you reset it?,Support
Congratulations! You won a vacation. Click http://verify-now.example to claim now.,Spam
I need help with the mobile app. The error says 'invalid token'.,Support
New arrivals at TechMart. Get 20% off with code HELLO20.,Promotions
TechMart sale: 10% off kitchenware. Ends Friday.,Promotions
Earn $500 per day from home. Limited time: http://verify-now.example,Spam
Earn $500 per day from home. Limited time: http://bonus.example,Spam
Flash deal: kitchenware for $49. Shop now at HomePlus.,Promotions
Flash deal: laptops for $99. Shop now at ShopNow.,Promotions
My account is locked after a password change. Can you reset it?,Support
My account is locked after a password change. Can you reset it?,Support
I need help with the dashboard. The error says 'invalid token'.,Support
We are seeing missing invoices in production since today.,Support
Thanks for the help yesterday. Lunch this weekend?,Personal
You have been selected for a cash bonus. Reply with your bank details.,Spam
You have been selected for a cash bonus. Reply with your SSN.,Spam
Ticket #5502: payment failures. Please advise on next steps.,Support
Thanks for the help yesterday. Lunch next week?,Personal
We are seeing missing invoices in production since today.,Support
Earn $500 per day from home. Limited time: http://bonus.example,Spam
Congratulations! You won a vacation. Click http://bonus.example to claim now.,Spam
ShopNow sale: 40% off laptops. Ends tomorrow.,Promotions
Thanks for the help yesterday. Lunch this weekend?,Personal
My account is locked after a password change. Can you reset it?,Support
We are seeing missing invoices in production since last night.,Support
"Happy birthday, Sam! Let's catch up next week.",Personal
My account is locked after an update. Can you reset it?,Support
Can you send the photos from the party?,Personal
My account is locked after a password change. Can you reset it?,Support
Earn $1500 per day from home. Limited time: http://free-offer.example,Spam
"Hey Alex, are we still on for next week?",Personal
Congratulations! You won a vacation. Click http://free-offer.example to claim now.,Spam
"Happy birthday, Sam! Let's catch up this weekend.",Personal
Earn $1000 per day from home. Limited time: http://free-offer.example,Spam
"Happy birthday, Taylor! Let's catch up next week.",Personal
You have been selected for a smartphone. Reply with your bank details.,Spam
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
Ticket #3301: API timeouts. Please advise on next steps.,Support
Congratulations! You won a gift card. Click http://bonus.example to claim now.,Spam
"Hey Sam, are we still on for next week?",Personal
Thanks for the help yesterday. Lunch this weekend?,Personal
I need help with the mobile app. The error says 'timeout'.,Support
TechMart sale: 40% off kitchenware. Ends Friday.,Promotions
I need help with the reporting API. The error says 'invalid token'.,Support
HomePlus sale: 30% off kitchenware. Ends tomorrow.,Promotions
Earn $1000 per day from home. Limited time: http://free-offer.example,Spam
Thanks for the help yesterday. Lunch this weekend?,Personal
We are seeing login errors in production since yesterday.,Support
Flash deal: shoes for $49. Shop now at HomePlus.,Promotions
ShopNow sale: 20% off shoes. Ends Sunday.,Promotions
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
Thanks for the help yesterday. Lunch this weekend?,Personal
Flash deal: kitchenware for $49. Shop now at StyleCo.,Promotions
My account is locked after a login attempt. Can you reset it?,Support
Thanks for the help yesterday. Lunch next week?,Personal
"Hey Alex, are we still on for next week?",Personal
Can you send the photos from the trip?,Personal
You have been selected for a gift card. Reply with your bank details.,Spam
"Hey Alex, are we still on for tomorrow?",Personal
Can you send the photos from the meeting?,Personal
I need help with the dashboard. The error says '500 internal error'.,Support
"Happy birthday, Jordan! Let's catch up next week.",Personal
"Hey Alex, are we still on for next week?",Personal
Can you send the photos from the party?,Personal
Earn $1000 per day from home. Limited time: http://free-offer.example,Spam
"Hey Jordan, are we still on for this weekend?",Personal
Earn $1500 per day from home. Limited time: http://bonus.example,Spam
My account is locked after a login attempt. Can you reset it?,Support
My account is locked after a password change. Can you reset it?,Support
"Happy birthday, Taylor! Let's catch up this weekend.",Personal
Earn $1000 per day from home. Limited time: http://verify-now.example,Spam
New arrivals at ShopNow. Get 20% off with code DEAL30.,Promotions
Thanks for the help yesterday. Lunch next week?,Personal
You have been selected for a cash bonus. Reply with your password.,Spam
Ticket #1034: login errors. Please advise on next steps.,Support
I need help with the reporting API. The error says 'timeout'.,Support
You have been selected for a gift card. Reply with your password.,Spam
You have been selected for a vacation. Reply with your SSN.,Spam
Earn $1500 per day from home. Limited time: http://verify-now.example,Spam
I need help with the dashboard. The error says 'timeout'.,Support
Thanks for the help yesterday. Lunch next week?,Personal
Flash deal: shoes for $49. Shop now at ShopNow.,Promotions
Can you send the photos from the trip?,Personal
"Hey Sam, are we still on for next week?",Personal
Earn $1500 per day from home. Limited time: http://free-offer.example,Spam
"Happy birthday, Jordan! Let's catch up next week.",Personal
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
We are seeing login errors in production since today.,Support
TechMart sale: 10% off shoes. Ends Sunday.,Promotions
Your cart misses you. Save 20% on laptops today.,Promotions
Thanks for the help yesterday. Lunch next week?,Personal
Ticket #5502: API timeouts. Please advise on next steps.,Support
We are seeing login errors in production since today.,Support
Your cart misses you. Save 30% on kitchenware today.,Promotions
New arrivals at StyleCo. Get 20% off with code HELLO20.,Promotions
We are seeing API timeouts in production since yesterday.,Support
Earn $1500 per day from home. Limited time: http://verify-now.example,Spam
"Happy birthday, Taylor! Let's catch up next week.",Personal
"Hey Taylor, are we still on for tomorrow?",Personal
We are seeing API timeouts in production since yesterday.,Support
Ticket #5502: login errors. Please advise on next steps.,Support
Congratulations! You won a vacation. Click http://free-offer.example to claim now.,Spam
Earn $1500 per day from home. Limited time: http://bonus.example,Spam
I need help with the reporting API. The error says 'timeout'.,Support
"Hey Alex, are we still on for tomorrow?",Personal
Thanks for the help yesterday. Lunch tomorrow?,Personal
Your cart misses you. Save 30% on laptops today.,Promotions
I need help with the reporting API. The error says 'timeout'.,Support
New arrivals at ShopNow. Get 30% off with code DEAL30.,Promotions
Earn $500 per day from home. Limited time: http://bonus.example,Spam
You have been selected for a vacation. Reply with your bank details.,Spam
Can you send the photos from the meeting?,Personal
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
"Happy birthday, Taylor! Let's catch up next week.",Personal
You have been selected for a vacation. Reply with your password.,Spam
Your cart misses you. Save 30% on kitchenware today.,Promotions
TechMart sale: 10% off shoes. Ends Sunday.,Promotions
I need help with the mobile app. The error says '500 internal error'.,Support
Congratulations! You won a gift card. Click http://bonus.example to claim now.,Spam
You have been selected for a cash bonus. Reply with your bank details.,Spam
Flash deal: laptops for $49. Shop now at StyleCo.,Promotions
We are seeing login errors in production since today.,Support
New arrivals at HomePlus. Get 40% off with code SAVE10.,Promotions
I need help with the mobile app. The error says 'timeout'.,Support
Can you send the photos from the party?,Personal
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
We are seeing missing invoices in production since yesterday.,Support
Thanks for the help yesterday. Lunch next week?,Personal
Thanks for the help yesterday. Lunch tomorrow?,Personal
Thanks for the help yesterday. Lunch tomorrow?,Personal
Your cart misses you. Save 20% on laptops today.,Promotions
"Happy birthday, Taylor! Let's catch up this weekend.",Personal
"Hey Sam, are we still on for this weekend?",Personal
"Hey Taylor, are we still on for next week?",Personal
"Hey Jordan, are we still on for this weekend?",Personal
Your cart misses you. Save 10% on headphones today.,Promotions
"Hey Alex, are we still on for this weekend?",Personal
Ticket #3301: login errors. Please advise on next steps.,Support
Your cart misses you. Save 30% on laptops today.,Promotions
"Hey Sam, are we still on for tomorrow?",Personal
Ticket #2048: API timeouts. Please advise on next steps.,Support
Ticket #5502: login errors. Please advise on next steps.,Support
Congratulations! You won a vacation. Click http://free-offer.example to claim now.,Spam
New arrivals at ShopNow. Get 30% off with code HELLO20.,Promotions
Can you send the photos from the trip?,Personal
"Hey Jordan, are we still on for next week?",Personal
TechMart sale: 30% off headphones. Ends tomorrow.,Promotions
Your cart misses you. Save 40% on laptops today.,Promotions
Can you send the photos from the party?,Personal
HomePlus sale: 30% off shoes. Ends Friday.,Promotions
I need help with the reporting API. The error says 'timeout'.,Support
Can you send the photos from the trip?,Personal
Flash deal: headphones for $29. Shop now at StyleCo.,Promotions
ShopNow sale: 30% off headphones. Ends tomorrow.,Promotions
Thanks for the help yesterday. Lunch tomorrow?,Personal
Your cart misses you. Save 30% on headphones today.,Promotions
New arrivals at StyleCo. Get 20% off with code DEAL30.,Promotions
Flash deal: laptops for $99. Shop now at TechMart.,Promotions
Flash deal: headphones for $99. Shop now at TechMart.,Promotions
"Happy birthday, Alex! Let's catch up this weekend.",Personal
Thanks for the help yesterday. Lunch tomorrow?,Personal
We are seeing missing invoices in production since last night.,Support
New arrivals at TechMart. Get 40% off with code HELLO20.,Promotions
My account is locked after a login attempt. Can you reset it?,Support
"Happy birthday, Jordan! Let's catch up next week.",Personal
Can you send the photos from the trip?,Personal
Thanks for the help yesterday. Lunch next week?,Personal
Thanks for the help yesterday. Lunch next week?,Personal
"Happy birthday, Sam! Let's catch up next week.",Personal
"Happy birthday, Taylor! Let's catch up tomorrow.",Personal
"Hey Taylor, are we still on for this weekend?",Personal
Thanks for the help yesterday. Lunch tomorrow?,Personal
My account is locked after an update. Can you reset it?,Support
My account is locked after a password change. Can you reset it?,Support
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
HomePlus sale: 40% off laptops. Ends Friday.,Promotions
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
We are seeing missing invoices in production since last night.,Support
Earn $1000 per day from home. Limited time: http://bonus.example,Spam
My account is locked after a password change. Can you reset it?,Support
Congratulations! You won a vacation. Click http://free-offer.example to claim now.,Spam
"Happy birthday, Taylor! Let's catch up next week.",Personal
"Hey Jordan, are we still on for tomorrow?",Personal
Can you send the photos from the trip?,Personal
Can you send the photos from the meeting?,Personal
Earn $1500 per day from home. Limited time: http://verify-now.example,Spam
I need help with the mobile app. The error says '500 internal error'.,Support
HomePlus sale: 20% off laptops. Ends tomorrow.,Promotions
We are seeing missing invoices in production since yesterday.,Support
I need help with the mobile app. The error says '500 internal error'.,Support
Ticket #3301: missing invoices. Please advise on next steps.,Support
"Happy birthday, Taylor! Let's catch up tomorrow.",Personal
Flash deal: headphones for $99. Shop now at ShopNow.,Promotions
StyleCo sale: 30% off laptops. Ends Friday.,Promotions
Flash deal: laptops for $29. Shop now at ShopNow.,Promotions
Can you send the photos from the party?,Personal
New arrivals at ShopNow. Get 40% off with code DEAL30.,Promotions
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
Thanks for the help yesterday. Lunch tomorrow?,Personal
Thanks for the help yesterday. Lunch next week?,Personal
Thanks for the help yesterday. Lunch tomorrow?,Personal
Ticket #2048: API timeouts. Please advise on next steps.,Support
Congratulations! You won a smartphone. Click http://bonus.example to claim now.,Spam
Ticket #3301: login errors. Please advise on next steps.,Support
We are seeing payment failures in production since today.,Support
I need help with the reporting API. The error says '500 internal error'.,Support
You have been selected for a vacation. Reply with your password.,Spam
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
Flash deal: headphones for $99. Shop now at StyleCo.,Promotions
You have been selected for a vacation. Reply with your password.,Spam
Earn $500 per day from home. Limited time: http://bonus.example,Spam
"Hey Alex, are we still on for next week?",Personal
Flash deal: laptops for $49. Shop now at StyleCo.,Promotions
My account is locked after a login attempt. Can you reset it?,Support
Your cart misses you. Save 30% on headphones today.,Promotions
Your cart misses you. Save 10% on headphones today.,Promotions
Ticket #1034: missing invoices. Please advise on next steps.,Support
"Hey Jordan, are we still on for next week?",Personal
Your cart misses you. Save 30% on headphones today.,Promotions
I need help with the mobile app. The error says '500 internal error'.,Support
I need help with the dashboard. The error says 'invalid token'.,Support
Congratulations! You won a cash bonus. Click http://verify-now.example to claim now.,Spam
You have been selected for a gift card. Reply with your SSN.,Spam
Ticket #2048: login errors. Please advise on next steps.,Support
Can you send the photos from the trip?,Personal
Congratulations! You won a gift card. Click http://free-offer.example to claim now.,Spam
"Happy birthday, Alex! Let's catch up tomorrow.",Personal
Ticket #1034: login errors. Please advise on next steps.,Support
Earn $1000 per day from home. Limited time: http://free-offer.example,Spam
Earn $1500 per day from home. Limited time: http://bonus.example,Spam
You have been selected for a smartphone. Reply with your password.,Spam
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
We are seeing payment failures in production since yesterday.,Support
New arrivals at TechMart. Get 10% off with code HELLO20.,Promotions
Congratulations! You won a smartphone. Click http://verify-now.example to claim now.,Spam
StyleCo sale: 40% off kitchenware. Ends tomorrow.,Promotions
Earn $1500 per day from home. Limited time: http://bonus.example,Spam
New arrivals at TechMart. Get 40% off with code HELLO20.,Promotions
Flash deal: kitchenware for $29. Shop now at ShopNow.,Promotions
Thanks for the help yesterday. Lunch this weekend?,Personal
StyleCo sale: 20% off headphones. Ends Friday.,Promotions
We are seeing payment failures in production since today.,Support
Ticket #1034: API timeouts. Please advise on next steps.,Support
Thanks for the help yesterday. Lunch this weekend?,Personal
Your cart misses you. Save 20% on laptops today.,Promotions
Flash deal: shoes for $99. Shop now at HomePlus.,Promotions
Congratulations! You won a smartphone. Click http://verify-now.example to claim now.,Spam
We are seeing login errors in production since today.,Support
I need help with the dashboard. The error says 'timeout'.,Support
"Happy birthday, Jordan! Let's catch up next week.",Personal
We are seeing API timeouts in production since today.,Support
You have been selected for a gift card. Reply with your SSN.,Spam
We are seeing login errors in production since today.,Support
ShopNow sale: 40% off kitchenware. Ends tomorrow.,Promotions
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
Can you send the photos from the meeting?,Personal
My account is locked after a password change. Can you reset it?,Support
You have been selected for a gift card. Reply with your SSN.,Spam
Your cart misses you. Save 20% on laptops today.,Promotions
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
We are seeing API timeouts in production since today.,Support
We are seeing payment failures in production since today.,Support
We are seeing payment failures in production since last night.,Support
Your cart misses you. Save 30% on shoes today.,Promotions
Earn $1000 per day from home. Limited time: http://bonus.example,Spam
Flash deal: shoes for $49. Shop now at StyleCo.,Promotions
I need help with the dashboard. The error says 'timeout'.,Support
Flash deal: kitchenware for $49. Shop now at StyleCo.,Promotions
New arrivals at HomePlus. Get 10% off with code HELLO20.,Promotions
URGENT: Your account has been compromised. Verify at http://verify-now.example.,Spam
New arrivals at HomePlus. Get 40% off with code HELLO20.,Promotions
Can you send the photos from the trip?,Personal
Flash deal: headphones for $99. Shop now at HomePlus.,Promotions
Flash deal: headphones for $49. Shop now at ShopNow.,Promotions
URGENT: Your account has been compromised. Verify at http://verify-now.example.,Spam
"Happy birthday, Alex! Let's catch up this weekend.",Personal
"Hey Taylor, are we still on for next week?",Personal
My account is locked after a password change. Can you reset it?,Support
Can you send the photos from the party?,Personal
Ticket #5502: login errors. Please advise on next steps.,Support
Your cart misses you. Save 20% on kitchenware today.,Promotions
We are seeing login errors in production since last night.,Support
I need help with the dashboard. The error says 'timeout'.,Support
Can you send the photos from the trip?,Personal
You have been selected for a gift card. Reply with your bank details.,Spam
"Happy birthday, Taylor! Let's catch up tomorrow.",Personal
We are seeing missing invoices in production since last night.,Support
Thanks for the help yesterday. Lunch this weekend?,Personal
My account is locked after a login attempt. Can you reset it?,Support
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
We are seeing login errors in production since today.,Support
Ticket #3301: API timeouts. Please advise on next steps.,Support
"Hey Sam, are we still on for next week?",Personal
New arrivals at ShopNow. Get 30% off with code DEAL30.,Promotions
URGENT: Your account has been compromised. Verify at http://bonus.example.,Spam
HomePlus sale: 10% off headphones. Ends tomorrow.,Promotions
Ticket #1034: API timeouts. Please advise on next steps.,Support
Earn $1000 per day from home. Limited time: http://bonus.example,Spam
Flash deal: headphones for $29. Shop now at HomePlus.,Promotions
URGENT: Your account has been compromised. Verify at http://verify-now.example.,Spam
Your cart misses you. Save 20% on kitchenware today.,Promotions
We are seeing API timeouts in production since yesterday.,Support
My account is locked after a login attempt. Can you reset it?,Support
Your cart misses you. Save 30% on kitchenware today.,Promotions
"Happy birthday, Alex! Let's catch up next week.",Personal
Flash deal: shoes for $29. Shop now at ShopNow.,Promotions
Thanks for the help yesterday. Lunch this weekend?,Personal
Congratulations! You won a vacation. Click http://verify-now.example to claim now.,Spam
Thanks for the help yesterday. Lunch next week?,Personal
Earn $1500 per day from home. Limited time: http://free-offer.example,Spam
Flash deal: laptops for $99. Shop now at StyleCo.,Promotions
Congratulations! You won a cash bonus. Click http://bonus.example to claim now.,Spam
I need help with the mobile app. The error says '500 internal error'.,Support
Flash deal: shoes for $99. Shop now at HomePlus.,Promotions
Your cart misses you. Save 40% on kitchenware today.,Promotions
I need help with the reporting API. The error says '500 internal error'.,Support
Congratulations! You won a cash bonus. Click http://bonus.example to claim now.,Spam
"Happy birthday, Jordan! Let's catch up tomorrow.",Personal
Earn $1000 per day from home. Limited time: http://bonus.example,Spam
Can you send the photos from the trip?,Personal
URGENT: Your account has been compromised. Verify at http://free-offer.example.,Spam
You have been selected for a vacation. Reply with your password.,Spam
Your cart misses you. Save 30% on shoes today.,Promotions
We are seeing login errors in production since today.,Support
You have been selected for a vacation. Reply with your bank details.,Spam
